task_name,task_family,id,definition,inputs,targets
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-a5736f68e10c43baa2b89306c5c4d733,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I got this for work as I’m constantly taking notes but only need to reference them for a couple weeks before I don’t need them anymore. This notebook exceeds my expectations. One day I even left it in my hot car during the day. When I saw it after a full day of work I was nervous all of my notes would be gone, but they were just fine. Great purchase and great price!",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-3253b3e5fe2348f8b06bdc6140835bbd,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I want to make clear this is a review of the product not the seller. Although the description was inaccurate,that may have been a simple oversight as the blend of cotton to polyester in these socks was at one time true. I ordered these because they were described as cotton socks being primarily cotton with a lesser amount of polyester in the material. I thought this to be true as I had purchases them before from a retail store and was looking for an exact replacement. I hate how polyester socks feel on my feet. When I got the product, it is now a primarily polyester fabric with a lesser amount of cotton(in the 30% area if I remember right)making them polyester socks not cotton. I dont know why Hanes and Fruit of the Loom have stopped making cotton tube socks but it is really irritating. I am having no luck finding a suitable, quality replacement. To Amazon's credit they are paying the shipping for me to return them due to the inaccurate description which likely came from the manufacturer changing the blend without any more notice than the small fine print description on the back of the package stating the blend",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-f040a56eff5c4f4c99dd15f144a61f99,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",I love this comforter! The ties inside is perfect in keeping the comforter in place and the material is fabulous! I thought it would be too hot at first being that it’s cotton but it adjusts to whatever temperature the room is. So when we have the fan on to keep the room cool it automatically absorbs the cold breezes and insulated it so then we stay chilled under the cover. Color was perfect and material is extremely soft!,positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-34708713319348a8b932c648efaa442f,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",Love! Bought these for my 4 yr old son. (Only needed one) I love them. The screw backs are great. The sparkle is exceptional. The size is perfect.... you'd never guess that they aren't legit diamond. I will be purchasing a pair for myself.,positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-5f2b4d18271d482d9a3f05cd43acc399,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Received this “Auto Vox Digital Wireless Backup Camera” in a timely manner, installation was very easy. Took me approximately 1 hour from start to finish to complete the job. However when I first tried it, it worked but there was at least maybe a 5 second delay and I thought I could live with that. The picture was very clear with no interference, and that’s where it ends. When i got into my truck to head out, I put it in reverse and nothing! I spent several hours trying to relocate the transmitter and hardwire the wires to my backup lights. But nothing worked.",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-1304d5390fb847edbee5b094603afce4,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",I know about this neck relief hammock from my friends. My partner has neck problems so i bought it for her. She only used it for a week now but already she told me that she can feel some improvement. She is very happy so I think this neck hammock should be recommended to more people who need it. Because it is known through my partner that it is really useful for neck pain relief.,positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-b8d7b8bfd43245f49826edf07c6a0f69,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",I have had a couple pizza stones and by far I have enjoyed using this one the best. Helps get a nice crust. Nice even cook and easy clean up. Fit great on my Weber.,positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-35a865fe47bf49ce82f393e6e9323d4b,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","We love these sesame milks. We were nervous to taste them since sesame often has a bitter nutty taste but not these products. If someone gave us a taste test and covered our eyes - we would never know the difference. There is no after taste and each one is creamy and delicious. We love they are plant-based and we're not only getting extra protein but they're ethical and good for the environment. While we continue to use them in our cereal, we had a taste for ice cream so we tried the chocolate in our ice cream maker. It was so good. Our kids had no idea it was not regular milk and practically licked their bowls clean. I was worried about the consistency but after 15 minutes in the mixer, you can see above it came out thick and rich. It was so tasty. Today we warmed up the leftover chocolate in the microwave for hot chocolate. The consistency stayed the same. If you are looking for an alternative to milk and don't want to consume dairy or lactose - this is the right option. We never have been a fan of soy, almond or oat milk so happy to find a nondairy alternative that's good.",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-e56958967275497db24e15e9833e70e2,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","love this! it is slightly too small. but our baby is 1 so it's not an issue. The covering sheet is actually waterproof, so when he spills milk it doesn't ruin the foam mattress.",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-03010a6789174981b6a345b75bbceeb1,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Disgusted and disgusting!!! Amazon sent me a pair of worn shoes. Not only were they worn, they still had skin residue inside!! ABSOLUTELY GROSS! The box was beaten to smithereens and even had a hole in it. The top was secured by a rubber band. I have had great experiences shoe shopping with Amazon in the past, but this order has me leary from ever purchasing shoes again. I would give it a -0 if I could!",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-112ceeba3d80471ca874dda5defcc346,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",Half the time the cup wont hold a seal while using the blender attachment and will spray liquids all over the place. I will not buy these again or give good remarks.,negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-48243fb36e4945b49b261160cef1a590,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Received a jacket that was not what was described or depicted. The following was what was different: manufacturer, the stitching pattern, the fabric/filling, the collar was not a zipper all the way up (smaller collar which included two snaps) And no storage bag included. I returned it immediately.",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-dcd5e7fa9f614b6b83384388768888cb,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","This are perfect for smaller loaf size snack cakes, My wife makes zucchini, , cranberry, banana etc breads and these are a perfect size. Easy clean up and extremely durable. Will buy products from this seller in the future",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-7b3588f27738481e9feaeb251a8c4752,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",I washed these one time and this is what they look like. It is clearly fabric defect and the threads are pulling loose. I have contacted the company 3x via written communication and no response. I left a voice mail and no response. And THEY DO NO ANSWER PHONES OR E-MAILS. There's ABSOLUTELY NO CUSTOMER SERVICE. I should have known it was too good to be true. Money wasted.,negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-4c53c777370d47769bb720673268a745,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","The corners of this case began flaking, cracking and chipping off within a few weeks of normal use. The cover wasn't dropped or manhandled at all. The corners are now basically gone and jagged edges of plastic are there. I'm concerned the kindle will no longer be secure, and it is uncomfortable to hold due to the sharp plastic bits.",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-efd8a6d574254f39b5a1c54e556f0ac1,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","My kids and me loved it. Light and sounds is good. Experience is so much fun to the sound, light and turn prop. My c-kids. The ages of my children, 3 and 7. both of my kids were interested. Thanks.",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-3e1897ea90a146fcbbfe3853d3ed6638,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",Love love love this eye mask. They have room in them so you blink your eyes while they are over your eyes and there is a flap on the bottom to make sure no light can come in. Can't wait for my next flight to use them!!,positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-7ebe1fa59e624a12aadd69c44eae00de,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","When I purchased the Franklin Mini Roll from Amazon, I also purchased the Under Armour Dual Action Ball Pump from Amazon. This pump worked perfectly. I used the Release Valve to experiment and adjust the pressure. I have other inflatable balls and this pump will work for all of them.",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-80660f6754ee40759e7637a67b71e71f,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","My husband loves to decorate our exterior and this light is the perfect touch to the decor. We use inflatables and at night, they can be a little hard to see. We have enjoyed the benefits of this light, plus the added colors to make the yard even more fun. It covers quite a bit of area, not just a spotlight. He had a little issue connecting the phone app, but after a bit, we got it working and are enjoying playing around with the different options. I've been requested to purchase more for the rest of the yard so its a win product.",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-a45dcd53b2f44310a8d2d1d9c60c6d35,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Great little book to learn recipes, the intended use of individual recipes and the how to do an enema. Very clear and easy to understand with tips throughout. It is the only book I have purchased re: enemas but felt it was quite thorough. I have been doing coffee enemas for several years and found this book insightful for doing different enemas besides coffee.",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-f6f7e77653384368bd6f9ea99849c7fb,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","The slow feeder bowl I ordered never arrived. I reached out to the company, they stated it was lost by the shipping company and they would send a replacement. The replacement never arrived. I contacted the company again. They stated they were refunding me due to their continued issues. To date I have not recieved a refund yet.",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-cc5a0a73d79a4eb79c02e5197659c017,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","They are lightweight and cool. However, with the seam down the back and high sides they are crack crawlers. Also having a seam up the front middle is not great design for comfort. I guess I will have to toss mine... :(",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-72552f8b3ebc47098c0c47b123dd5b58,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",This arrived in the box that the player comes in I know other box to protect it. The box was in terrible condition I am very disappointed and plan on returning it,negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-74fa07e57da24e429d76054c8affea0b,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Put these in my car and now the car doesn’t run 🤬 With them in car I hooked it up to a code reader, the codes came up as a misfire on the coils. I guess that’s what I get for buying off of amazon WHAT JUNK 😡 Had to give it 1 star otherwise it wouldn’t let me submit this review",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-a2a3017ef9cf4ab2825ff90f30e13335,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","These worked out wonderfully for our event! I have to admit, I was skeptical at first, but they were soooo much better than I could have imagined! And a great price!",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-a592136a8f474d489b8382ca92e830b7,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",Don’t know if this is a good product. Since it was packaged with car wash liquid that destroyed the packaging and it was falling out of the box like sand,negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-3aa632baf51e4f4ca6d547e479c9d39b,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I didn't have a bottom rail on my rifle so I needed to go get a bipod mount. After that it was easy. Would be nice if it had the option to get a rail mount piece or a bipod mount piece through the order. But I love them, they are strong and easy to put on and use.",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-7750314dbcfc4ce38ed6aa648684ae8c,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",I've had my replacement bands for 3 months and one side has already broken. I didn't hit my fit bit on anything and wasn't messing with the band. Pretty upset I have to buy another set of replacements so soon.,negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-6bb60e77425f4443a12d13214a38984b,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","SD Card was garbage to me as it didn’t work. Not in projector, not in computer. Wish I had tested it sooner but I was too swamped and missed return window. Zero stars.",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-94069678e39a4146a3ac7226db99f9dc,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I really want to love this table bec it’s lightweight and packable. First time I used it there’s scratch on the table that I wasn’t really worried about since it’s not gonna stay long where the paint is all in tact. But the thing is, even no matter how I clean it gently with water, the color still keeps on fading. I wish I never purchased this table and just buy a normal camping table. I’m so disappointed. After few uses also it has a gap when u assemble it.",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-ec0b6c5fa98d456d954b4812f5a41074,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I was looking for some cotton towels to clean and dry delicate wine glasses without leaving lint behind. These flour sack towels are great for doing just that and so much more! They are huge - larger than any kitchen towel I’ve ever bought. I used them to dry other dishes and glasses, wipe up my counter, and to clean my cat’s food bowls. I feel better about using these towels instead of a million paper towels since they are washable! I love the large 14 pack too.",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-89e78eea8d434bddae572a51e24f596f,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I got the chance to use it when my husband was working in our living room doing work, but I wanted to watch my yoga show. I was able to connect my Shield to it, and use my bluetooth headphones to follow along. How easy!",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-2bd4cc8808af41599988e631bee4d590,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",This product offers a burning sensation because it's cooling down the inflammation in your eyes. If you can't handle it buy something that probably won't work as well. Not me. This is it.,positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-68ffb097d7fe48beaab0c427dd062cb2,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","30% of the cups were stuck to each other and impossible to separate. Had friends and family try to pull them apart and no one was able to. Tried heat, tried cold - nothing worked. Extremely disappointed. The picture shows a stack of cups that comes apart and one that does not",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-198c78db4593487fbf63adc09d7aeed6,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",I rarely write reviews and was skeptical that this bath visor would work... But I love this product! It fits my toddler’s head perfectly and keeps all of the water out. She used to scream when we had to wash her hair and now she’s getting used to no water in her eyes from the visor which means no screaming.,positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-645071a61740409da3a05966b3d17b3c,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I normally wear a small, but ordered both a large & medium due to reviews. The medium fit as expected, the large was too big in mid section. I am a size 6/8 normally. The arms fit perfect for me but I am on the slender side. There is stretch but not mega stretch to accommodate a fuller arm. I am also very busty a 34DDD, and the medium fit perfectly.",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-7fb81a0f966546d78495634372681edd,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Stitching coming apart after 2.5 months. Just after the return window closed, the harness started falling apart. There was no chewing or unusual use. Just normal use for a couple of months. Products should last longer than this. I probably will sew it up, but seriously, why should I have to for a new product.",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-3d950b918e3f42f6b622617ac9fcb0f3,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","This jacket is super cute, warm, and fits like an oversized jacket if you size up (I usually wear an XS/S in outerwear so I got a medium). The only weird thing was I got it in a box that I didn't think would fit such a fluffy jacket until I opened it and saw they had vacuum-sealed it and I was confused for a bit about what it was that I received. It wasn't wrinkled or anything and I just had to fluff it back up",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-920f8294b5594b31a070a923b9c663a2,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Fast delivery was great. Flavor is not what it claims for a caffeine free coffee replacement I bought multiple flavors ,was a coffee drinker for 25 years any flavor or temperature due to health and medications cannot tolerate caffeine it took attempts to actually get coffee flavor (3 bags) have also a package of grounds not tried yet.Very disappointed won't be buying again",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-297362100a4046aca21ce64a34bdf773,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I am still reading the book, but I have to say that I believe it to be a masterpiece. I find it to be truly enlightening, and addictive to read. I love it because it has made many unclear concepts from quantum mechanics clear and the physical applications of group theory are always present, keeping the book entertaining.",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-d0cb899c8e194c02b262f301d53f6b91,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",The machine did not work properly. The instructions say it should feel hot but not burn. It never even got warm. Also for the money it cost it sure was cheaply made. Light weight plastic box. So disappointed.,negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-c2217323e899464183603961e773077a,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",The bag was perfect as it is made for 2. My girlfriend doesn't like small bags that confine her and she likes the comfort of knowing and feeling me next to her as she is new to camping. It also her being cold blooded helps keep her warm with a body next to her. It is perfect for couples and camping beginners.,positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-4a1238ba60fc40178d9e0178bcd9e2f4,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Once you accept the fact that nobody who sees you wearing this will ever want to have sex with you, it is fantastic! Great for traveling. big enough to keep your pockets free of what you need for the day but thin enough to pop under a hoodie and be unnoticeable.",positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-fef398e450504934afa12ba1b1acdbbb,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",Got a love this portable straw now I don’t feel bad about the turtles. It’s great that I can bring my own Straw where ever I go saving the environment at the same time. Got one for my wife she loves it too. Good design easy to clean.,positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-ed89180e014148f5892e802625264bbe,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",This bedding set is better then I hoped. In the pictures the pattern on the sheets looks like a gray color. In reality it's a lovely purple like the flowers on the comforter. Nothing shrank when we washed it. It all came out perfect. My daughter loves it.,positive
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-d04a393fa6564b7fbdc0be900ab81fe8,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I hated working with this yarn. I knitted a child’s beanie. Maybe a crocheted item would turn out better. I was unable to keep a nice even tension on the yarn because it seemed to stretch. The color was dull, unlike the picture where it looked vibrant. It was difficult to get out of the skein, too, as it was often knotted and tangled. Very disappointed.",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-82624049368d42f8875bbcd95d61ce41,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Just a mirror. Ordered an LED backlit mirror, received... just a mirror, but it was in an LED backlit mirror box. But that doesn't help me. They could have included a flashlight, so I could shine it on myself when i stand in front of this mirror. Just another reason to not buy online. There is something to be said for seeing and touching a product before laying your money out. Yes, the price was less than a brick and mortar, but the time lost is more costly.",negative
task1312_amazonreview_polarity_classification,Sentiment Analysis,task1312-8e569acbe8c24c7d9ebeeb048f97606c,"In this task, You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Piece of junk. The threads are too loose to seal and it goes hand tight all the way into the nipple. Pipe dope does not help, I tightened as tight as can be but still leaks under normal pressure. Sucks after changing my other piping from vertical to horizontal to have this go in correctly.",negative
