task_name,task_family,id,definition,inputs,targets
task833_poem_sentiment_classification,Sentiment Analysis,task833-f7001b3b5eab4afbb9049937f7b689cf,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","""play uppe, play uppe, o boston bells!",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-848106eee7bd487f8d67e2480f5d665e,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","and so on. then a worthless gaud or two,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-8ce89443d9f341b99d48b74d3978ea85,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",while the rude winds blow off each shadowy crown.,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-002960ee12db48f8b0eef8045a2c7e17,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","still must mine, though bleeding, beat;",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-2959f00825294ebca3b4908ebc6491ae,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",and friendship's tenderest sympathy,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-fd8879d5cced4803a94d01071ec30ff8,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","while i, ... i built up follies like a wall",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-09a7a91bd283482c934fdf78b1665f33,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",in monumental pomp! no grecian drop,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-e1fe0877223643b6b7c4daed9a02d309,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",who felt your own thought worthy of record,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-8fbc3d079b2e464b814d065948c6da87,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","and the words which he utters, are--worship, or die!",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-d86b66bcc67f48b9a6011ad99a595290,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","ah, what a pang of aching sharp surprise",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-17e4037899424381aaeed719a38d2341,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","some thought of me, a last fond prayer",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-95932cfdf03b489da98b10371d11d2e7,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",beneath thy gracious feet!,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-764d28f8bd6d46799fdac57b0f30e138,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",to accomplish suicide.,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-01018f4cb5e24d7d852290b12c760d38,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",how heavy it seemed! as heavy as a stone;,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-ec16292b68cf47f7b9270505dfbe6856,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","left the torn human heart, their food and dwelling-place.",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-2635d6823e624abda460e3b2374c6254,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",for wanderings sad and lone.,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-528078c9dc7748848ce168f1c4ced49a,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",those cobweb nerves he could not dull within.,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-42d0f43dffe84515a89cd23ffa415ded,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","ah, soul of mine! so brave and wise",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-f47a1eac8f274f9ebcdccb52522f06c0,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","i strive, i pray.",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-0c3d5d05a8cd4ebca8aac88d0dd93976,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","flood his black hearthstone till its flames expire,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-e6c23ca5eccc4ff58d7429a81ce16808,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","but now i see, most cruell hee,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-1ac528c34f9145059a579046d384a8d8,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","deaf, and dumb, and blind, and cold,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-312fe1cd181b4b69bd1cff9e47d33e48,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",have seen the danger which i dared not look,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-80819ce66cd340d38122c03d57c8fe0c,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",upon the thought of perfect noon. and when,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-15e3306abf5647caab882fbd550d0f8c,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",if the pure and holy angels,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-5bb0776ecc79413c95b5c806cb6aa324,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",pillars by madness multiplied;,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-242aafc137cb43ed92d89a271203f7dc,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","the mad briareus of disunion rise,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-415f2be4cc684acdb1bc15d748db8877,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","when, dreadful to behold, from sea we spied",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-e2996e65a12844eb820e363d4954e848,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","grander, nobler, than that pilot",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-33062cbe9efa491f884e2ed86d252c11,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","oh, those days, so sweet, so happy,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-460d9d5d959341278fc21592a82f3101,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",it shines superior on a throne of gold:,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-15f3afefd4e54a48b43cb2d71dd39afe,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",faint voices lifted shrill with pain,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-de961d9134e047ffaf44c32280d6e6c2,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","mine eyes were of their madness half beguiled,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-357dc80340024abeb5c789fd8b43fc8d,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",it spoils me for the smiling of the rest’—,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-ed13b3735b8746f6adaaca65b2323b3b,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","miles off, three dangerous miles, is home;",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-f34399cca31646089b480713e163ef34,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","halcyons of memory,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-656e57ac880e4005b7cab6b744c425bc,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","darling, the merciful father",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-e9d924c0ee184ed78b2f9c5122e5d834,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",no word for a while spake regin; but he hung his head adown,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-e09bd75e692146fcb66cd324a309434a,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",wilt thou our lowly beds with tears of pity lave?',negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-1af703083f5e4ae3a27c072ec320e927,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","the visual nerve is withered to the root,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-90a788bd3e574eb19b8a10252f4fc19b,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","pride of thy sex, miss harriet martineau!",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-7cee8fc1b7ce49a9a4be475155eba740,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","augmented, sweet, a hundred fold",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-49c383cf887048c8898f24dd0cf68e06,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",twas when you stole my maidenhead;,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-d2c85598db3040eea9dfd77484d5dde8,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","is this a time to be cloudy and sad,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-f4017c2ae29e4714b27c7556351762cc,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",troubling with life the waters of the world.,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-9387af7eb58847d3bda27e32da8afa0a,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","and in the air, her new voice luting soft,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-5d49d44fd890435992d17d5dc9018d3e,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",glory might burst on us!,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-b3ae5a9b1b9046dba5076da1cc4e1489,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","here those that in the rapid course delight,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-dc174739bbc74e9f975ce5fe8bf5666a,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","harsh, featureless, and rude, barrenly perish:",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-006ba904499d4e42919b137a7f4144aa,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","and virtue's bright image, enstamped on the mind,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-4230e44386b24932961eaa31fad04bf2,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","with its close-curling gold, and love revived.",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-0d40a10f4ce540fb99904a34158db665,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",with warning cough and threatening wheeze,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-e42269f017af482f9c60b765f5a8569d,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",and bow to dread inquisitor and worship lords of dust;,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-9c8dce48adf549e49a1934a9ef77ae36,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",and bright in heaven's jewelled crown,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-f9f9635d7d9946c180f65c738d146e6c,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",of course throw monstrous shadows: those who think,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-85638762fd514e3c8198cf287977d127,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","""onaway! my heart sings to thee,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-33bbef4101e343128dfb55cef313e416,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","the king ordains their entrance, and ascends",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-00cd1a85f3e241c7a2da618fcc169597,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","seed-field of simpler manners, braver truth,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-cd5ef5206e0f4652bdb5743c507c4823,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",ran ever clearer speech than that did run,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-bfe498fa3177450a83507fb1eaad553f,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",and to the tender heart and brave,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-dafa0f045b4a4b12887a0f1e3b1d2e7f,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",i lay and watched the lonely gloom;,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-6b35ea8221784482b287c98e12d07a44,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",our frowning foemen of the night,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-38ae397b236d4f788b6e8c5e7ec51556,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",which goaded him in his distress,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-154fe902b1b745338f57503bb0d804aa,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","""it is a lie, a damned, infernal lie!""",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-04e40c62668345b08b44025e713a7714,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",hale as the morn and happy as her song.,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-459990b6717840698712228737c3b4b8,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","some moment, nailed on sorrow's cross,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-0bb731ffe38c4bb68768e3dedbb1e6af,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",from her stately place on high.,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-30bc63cfd89f4fdabc51dd6cf31b32c0,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",and call that brilliant flower the painted cup.,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-f9405fcc8b4c4b0aa23d772b423cb0ba,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",sweet poesy from heaven,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-17decada9da5445789ff63d9892f8899,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",whose potent unity and concentric force,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-253466b51e44483ea36ee7910a3279ff,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","brightly expressive as the twins of leda,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-7fb89a549fc246f689176f47cbf8a295,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","else, suffer’d, it will set the heart on fire,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-bc69b29d9b3f441992ad25b496644029,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","with peace and soft rapture shall teach life to glow,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-4b468a4e5231490abe4da089b03d5237,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",on to their shining goals:--,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-027bfede72ba47a28c8d011f31eb7b68,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","in slumber; for thine enemy never sleeps,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-0755193956554096a87c3135431bc19e,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",no answer came; but faint and forlorn,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-f5d6bd5dffcc44748febffe5eaaa3280,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",robe us once more in heaven-aspiring creeds,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-68384133d1d14bf8a796c9fa4729d42d,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",that in their lives such deadly fray they ne'er had seen before.,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-c36b574f5c9e4bc28556dd2d07e92d72,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","thy outward thus with outward praise is crowned,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-f64ee52d84bb4a14a7f644a24fd1f8ef,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","for 'twas e'en as a great god's slaying, and they feared the wrath of the sky;",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-3b656e0e636b47f7b7e9706ba5d2fef0,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","in our embraces we again enfold her,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-22fcfb8e64c342a0a382d9506c8764f2,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",the climax of those hopes and duties dear,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-be4df2b0de104b25a5ec97b2a2fc9f59,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",and seek the danger i was forc’d to shun.,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-a53bb8f87b4a43dc81d27dd8d62afd83,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",swifter far than youth's delight--,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-65b851a2083849799fa8472c5a087b5a,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",a woman has been strangled with less weight:,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-5f4ba8e37e354cdfb11b4625c5f8dd5a,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",o'er time's delusive tide.,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-8e2c300cda5a49a8965561ad8477c1f3,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",and make the liveliest monkey melancholy.,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-d096b014c9354772b23a894c7f6bade6,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",save for a cry that echoes shrill,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-339833a0af9940d9ab5268b8b1b9a104,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","and tender thoughts, and prayers, remains,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-b6df294c7d644cb796f36fbb642a0698,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","for her this rhyme is penned, whose luminous eyes,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-25cde6b37adb4768952a67ba6160f19e,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","‘these monsters, set out in the open sun,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-b113720607904307a4b30ba88a281dd9,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","our hope, our remembrance, our trust,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-bc0e415bb00c4472a1fe11bb718e4349,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","the china dustless, the keen knife-blades bright,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-b38cca30c2304440958d8d3f64dae5f1,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","good ringers, pull your best,"" quoth he.",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-e330859963d84a4bb36bd618e82298c6,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",around thy place of slumber glowing!,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-b124f2734dab456c9199eafc79fdb435,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",vain cries--throughout the streets thousands pursued,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-9086d5eb63c941eb9ff975e0971f8dfd,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",the blessed memory of thy worth,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-a37c5d5156ee4db6b283a0e07e033412,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",as childhood's sweet delight.,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-694460334cb948d491a7a3940bab755a,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","the one good man in the world who knows me, --",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-08fce992a4f64f73bfff203ff9436d5a,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","may meditate a whole youth's loss,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-ef5147e164dc4b7fbb2b52c5ba9bbb2b,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","thus farr to try thee, adam, i was pleas'd,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-b5d61f14b0ec474383b31819f44e35c3,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",honour to the old bow-string!,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-926c4f6097034680840b4c323b69f9ab,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",but thrown in a heap with a crush and a clatter;,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-284b9ccd81f245d0905632015b718a44,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",thy mission to a world of woe.,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-b508c87cb2554629947fd47428ef3a14,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",a wild and stormy sea;,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-5a38811195a7425fa91ded77cf683441,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",look down the shining peaks of all my days,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-24a77a66b9444871a8c17a4520ac369e,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","forever quivering o'er his task,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-6a009a321e204beb9ad181735c544812,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","forelaid and taken, while he strove in vain",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-7571a669c70d4d1297d69679f9fd2f42,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",feel the pulses of the brave,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-1060fe8fa07d48d1908f94de319d7064,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","i see them torn by gallic guns,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-4e9b3d66787d4817a9a813f3970b06a2,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","fooled with your promises,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-bc5eb9ab787c41009d29f35880618887,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","from the slaughtering of my offspring, and the spoiling of my land;",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-031b8f29e9054d469130eeed965dc968,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",honour to the bugle-horn!,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-d640969e288548b88a64508e4f87bd1f,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",shine knightly star and plume of snow?,positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-445b252e2bab49b0a6873d8b70572b4a,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","there is nothing to hope for, i am tired,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-64e869e405864a77b004de467aeb0ed1,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.",and i've been like that silly girl.,negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-32641f4ec93a4c96ac4135c43ed9efbb,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","trailing, wrecked, it came to land,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-1091f706f15a4c298c09d1be2eb7f37e,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","on the clear mirror of a loving heart,",positive
task833_poem_sentiment_classification,Sentiment Analysis,task833-21fd291eb29e483baf16028d0b8f58a5,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","his hand the captive's fetters broke,",negative
task833_poem_sentiment_classification,Sentiment Analysis,task833-32f49cc78e7d4baeb62538607be2252a,"In this task, you need to identify the sentiment of the given sentence as one of 'positive' or 'negative.","he bent and kissed her head, warm, shining, soft,",positive
