task_name,task_family,id,definition,inputs,targets
task888_reviews_classification,Sentiment Analysis,task888-ae29863633f04c9b8c77bf78c2b93ef7,"Classify given movie review into two categories: positive, or negative based on its content.","shame on writer/director vicente aranda for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull .",negative
task888_reviews_classification,Sentiment Analysis,task888-36fb4b0c2d184936b78bb4a428f1d5e2,"Classify given movie review into two categories: positive, or negative based on its content.","the script , the gags , the characters are all direct-to-video stuff , and that's where this film should have remained .",negative
task888_reviews_classification,Sentiment Analysis,task888-e706babf840e4b99a320270b11ae3f08,"Classify given movie review into two categories: positive, or negative based on its content.",this 100-minute movie only has about 25 minutes of decent material .,negative
task888_reviews_classification,Sentiment Analysis,task888-153b9cb0456f49238879d7d91ee17224,"Classify given movie review into two categories: positive, or negative based on its content.","when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theater and shout , 'hey , kool-aid ! '",negative
task888_reviews_classification,Sentiment Analysis,task888-3314ce64f2c44e50a5f164d79c953fa8,"Classify given movie review into two categories: positive, or negative based on its content.",if you're not the target demographic . . . this movie is one long chick-flick slog .,negative
task888_reviews_classification,Sentiment Analysis,task888-a608160d23b849afae8bec24bc07d271,"Classify given movie review into two categories: positive, or negative based on its content.","not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching .",positive
task888_reviews_classification,Sentiment Analysis,task888-b5ae161629304a31983571e43039ffeb,"Classify given movie review into two categories: positive, or negative based on its content.",an inelegant combination of two unrelated shorts that falls far short of the director's previous work in terms of both thematic content and narrative strength .,negative
task888_reviews_classification,Sentiment Analysis,task888-9bbb403dfd1143f39a558c1f9f900ec4,"Classify given movie review into two categories: positive, or negative based on its content.",a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate .,positive
task888_reviews_classification,Sentiment Analysis,task888-2573d7e406b54c8c87ce445dcafec7b1,"Classify given movie review into two categories: positive, or negative based on its content.","sluggish , tonally uneven .",negative
task888_reviews_classification,Sentiment Analysis,task888-3650b3dbe17543b68005036862e2b25e,"Classify given movie review into two categories: positive, or negative based on its content.","you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid .",positive
task888_reviews_classification,Sentiment Analysis,task888-0b63b460922f439b9741b02354ece6f3,"Classify given movie review into two categories: positive, or negative based on its content.","the film is surprisingly well-directed by brett ratner , who keeps things moving well -- at least until the problematic third act .",negative
task888_reviews_classification,Sentiment Analysis,task888-88ba51f3d3c24989b628b3c9757378b4,"Classify given movie review into two categories: positive, or negative based on its content.","mastering its formidable arithmetic of cameras and souls , group articulates a flood of emotion .",positive
task888_reviews_classification,Sentiment Analysis,task888-ee9948c795754ecca25f3372c227d880,"Classify given movie review into two categories: positive, or negative based on its content.",a sleep-inducing thriller with a single twist that everyone except the characters in it can see coming a mile away .,negative
task888_reviews_classification,Sentiment Analysis,task888-d577ced738d0404f8177b1de5b19d237,"Classify given movie review into two categories: positive, or negative based on its content.","the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen .",negative
task888_reviews_classification,Sentiment Analysis,task888-4b0b807f135d4d89ae2e8686d5b0edcb,"Classify given movie review into two categories: positive, or negative based on its content.","while there are times when the film's reach exceeds its grasp , the production works more often than it doesn't .",positive
task888_reviews_classification,Sentiment Analysis,task888-ba38b6d96a624ab985f96f75eed590f4,"Classify given movie review into two categories: positive, or negative based on its content.","enough trivializes an important crisis , reduces it to an almost comic embarrassment .",negative
task888_reviews_classification,Sentiment Analysis,task888-971ef6fb2a144a1a842d8ac0a1dbe5ea,"Classify given movie review into two categories: positive, or negative based on its content.",oh come on . like you couldn't smell this turkey rotting from miles away .,negative
task888_reviews_classification,Sentiment Analysis,task888-adc6555ca4e644649220a6550af725a9,"Classify given movie review into two categories: positive, or negative based on its content.","christina ricci comedy about sympathy , hypocrisy and love is a misfire .",negative
task888_reviews_classification,Sentiment Analysis,task888-e00185bb1223483caa33be479f911a14,"Classify given movie review into two categories: positive, or negative based on its content.",polanski has found the perfect material with which to address his own world war ii experience in his signature style .,positive
task888_reviews_classification,Sentiment Analysis,task888-9316c5b8f33f4420bda837e5d3730b8d,"Classify given movie review into two categories: positive, or negative based on its content.",rubbo runs through a remarkable amount of material in the film's short 90 minutes .,positive
task888_reviews_classification,Sentiment Analysis,task888-e88c637e5668428696b2184c5a9f114b,"Classify given movie review into two categories: positive, or negative based on its content.",formula 51 promises a new kind of high but delivers the same old bad trip .,negative
task888_reviews_classification,Sentiment Analysis,task888-32c4def958c748b08783655e2a342bf0,"Classify given movie review into two categories: positive, or negative based on its content.","the re- enactments , however fascinating they may be as history , are too crude to serve the work especially well .",negative
task888_reviews_classification,Sentiment Analysis,task888-6fd370467dea463d9116bef08a9389c1,"Classify given movie review into two categories: positive, or negative based on its content.",its appeal will probably limited to lds church members and undemanding armchair tourists .,negative
task888_reviews_classification,Sentiment Analysis,task888-e0f5294ac1bf4150af70141a7ca20e62,"Classify given movie review into two categories: positive, or negative based on its content.",the tuxedo miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life .,negative
task888_reviews_classification,Sentiment Analysis,task888-647aa583d9804312959f2f9aafc4f73e,"Classify given movie review into two categories: positive, or negative based on its content.","die another day is only intermittently entertaining but it's hard not to be a sucker for its charms , or perhaps it's just impossible not to feel nostalgia for movies you grew up with .",negative
task888_reviews_classification,Sentiment Analysis,task888-c94d79e8e9c64f5dbd3cb0672e0f06d4,"Classify given movie review into two categories: positive, or negative based on its content.",robin williams departs from his fun friendly demeanor in exchange for a darker unnerving role .,negative
task888_reviews_classification,Sentiment Analysis,task888-253bf846afd24cd99ff15bf9330dd1e4,"Classify given movie review into two categories: positive, or negative based on its content.",this mess of a movie is nothing short of a travesty of a transvestite comedy .,negative
task888_reviews_classification,Sentiment Analysis,task888-dc9b2e6622df42feb63d38a25bf94734,"Classify given movie review into two categories: positive, or negative based on its content.","none of these characters resembles anyone you've ever met in real life , unless you happen to know annoyingly self-involved people who speak in glib sentences that could have only come from the pen of a screenwriter .",negative
task888_reviews_classification,Sentiment Analysis,task888-8dfe0fed6a2549c5a5fc164dff3b7eed,"Classify given movie review into two categories: positive, or negative based on its content.",ong's promising debut is a warm and well-told tale of one recent chinese immigrant's experiences in new york city .,positive
task888_reviews_classification,Sentiment Analysis,task888-7015e4fd03514bc39bd75a765093304c,"Classify given movie review into two categories: positive, or negative based on its content.","it's a film that's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio's animated classics .",positive
task888_reviews_classification,Sentiment Analysis,task888-1e6172b5975940728ff864d20216cf0e,"Classify given movie review into two categories: positive, or negative based on its content.",a well acted and well intentioned snoozer .,negative
task888_reviews_classification,Sentiment Analysis,task888-34ed3d7fccd540248ce7596372aa69a1,"Classify given movie review into two categories: positive, or negative based on its content.",isn't it a bit early in his career for director barry sonnenfeld to do a homage to himself ? and it's a lousy one at that .,negative
task888_reviews_classification,Sentiment Analysis,task888-00a4468309bc44bf866d124c5a4d88bd,"Classify given movie review into two categories: positive, or negative based on its content.","the film fearlessly gets under the skin of the people involved . . . this makes it not only a detailed historical document , but an engaging and moving portrait of a subculture .",positive
task888_reviews_classification,Sentiment Analysis,task888-f72f0e40ac064d53a73adf3fdb04f6b3,"Classify given movie review into two categories: positive, or negative based on its content.","the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor .",positive
task888_reviews_classification,Sentiment Analysis,task888-9e18550d71b54e5aa8248aa1857ba1aa,"Classify given movie review into two categories: positive, or negative based on its content.",let's cut to the consumer-advice bottom line : stay home .,negative
task888_reviews_classification,Sentiment Analysis,task888-5ead03c9940042d69a532dc423cae3de,"Classify given movie review into two categories: positive, or negative based on its content.",the pool drowned me in boredom .,negative
task888_reviews_classification,Sentiment Analysis,task888-c13e7d36b0b647b89197843260be7da7,"Classify given movie review into two categories: positive, or negative based on its content.","hypnotically dull , relentlessly downbeat , laughably predictable wail pitched to the cadence of a depressed fifteen-year-old's suicidal poetry .",negative
task888_reviews_classification,Sentiment Analysis,task888-4a3d1dad5c5c49638f5447111ee4c61b,"Classify given movie review into two categories: positive, or negative based on its content.",the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fascism .,positive
task888_reviews_classification,Sentiment Analysis,task888-b06a4bbc3654411da15433e994cb4a92,"Classify given movie review into two categories: positive, or negative based on its content.","most fish stories are a little peculiar , but this is one that should be thrown back in the river .",negative
task888_reviews_classification,Sentiment Analysis,task888-01605a6ece9b4deaac9a289e9d634242,"Classify given movie review into two categories: positive, or negative based on its content.","despite impeccable acting . . . and a script that takes some rather unexpected ( even , at times , preposterous ) turns , love is just too , too precious in the end .",negative
task888_reviews_classification,Sentiment Analysis,task888-abb5bc4da2ff4a7a9efc1992b79403ff,"Classify given movie review into two categories: positive, or negative based on its content.","though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters .",positive
task888_reviews_classification,Sentiment Analysis,task888-1ae0a1fb1e754ef496a82bda1300df10,"Classify given movie review into two categories: positive, or negative based on its content.","the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history : war , revolution , communism , etc .",negative
task888_reviews_classification,Sentiment Analysis,task888-372100ab45424a7b9dddf5a26dd112a5,"Classify given movie review into two categories: positive, or negative based on its content.","birthday girl lucks out with chaplin and kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie's darker turns .",positive
task888_reviews_classification,Sentiment Analysis,task888-a8e91dd4038d44f48e19319bd4f71930,"Classify given movie review into two categories: positive, or negative based on its content.","such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us "" the skulls "" and last year's "" rollerball . "" enough said , except : film overboard !",negative
task888_reviews_classification,Sentiment Analysis,task888-9ad05f9b16444f46b9129cb93a86cb9a,"Classify given movie review into two categories: positive, or negative based on its content.","mr . caine and mr . fraser are the whole show here , with their memorable and resourceful performances .",positive
task888_reviews_classification,Sentiment Analysis,task888-edaca63f9e9f49cdbcc28754daa13104,"Classify given movie review into two categories: positive, or negative based on its content.",the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth .,positive
task888_reviews_classification,Sentiment Analysis,task888-8249fe9a1b8745ee93a6951d7e5d1540,"Classify given movie review into two categories: positive, or negative based on its content.","in the end , the film is less the cheap thriller you'd expect than it is a fairly revealing study of its two main characters � damaged-goods people whose orbits will inevitably and dangerously collide .",positive
task888_reviews_classification,Sentiment Analysis,task888-63e77a17885244a9aba70af61b6b2ce3,"Classify given movie review into two categories: positive, or negative based on its content.",the performances are an absolute joy .,positive
task888_reviews_classification,Sentiment Analysis,task888-15b6d3c1cf3242d38fd55c92f715244f,"Classify given movie review into two categories: positive, or negative based on its content.","maybe it's asking too much , but if a movie is truly going to inspire me , i want a little more than this .",negative
task888_reviews_classification,Sentiment Analysis,task888-6d8bf5cff4cb4ec084b6465d2719bc04,"Classify given movie review into two categories: positive, or negative based on its content.","green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project .",negative
task888_reviews_classification,Sentiment Analysis,task888-216946d56a2149d49b5c500a234a6df8,"Classify given movie review into two categories: positive, or negative based on its content.",it's deep-sixed by a compulsion to catalog every bodily fluids gag in there's something about mary and devise a parallel clone-gag .,negative
task888_reviews_classification,Sentiment Analysis,task888-ecbb5fceead545b8900845e4e3e86d9b,"Classify given movie review into two categories: positive, or negative based on its content.","strange it is , but delightfully so .",positive
task888_reviews_classification,Sentiment Analysis,task888-88d5c338046f42f7bb782fb2c6a6f70a,"Classify given movie review into two categories: positive, or negative based on its content.","the filmmakers juggle and juxtapose three story lines but fail to come up with one cogent point , unless it's that life stinks , especially for sensitive married women who really love other women .",negative
task888_reviews_classification,Sentiment Analysis,task888-f7fb9bdbea4b41e9ac166237fba6430b,"Classify given movie review into two categories: positive, or negative based on its content.","[shyamalan] continues to cut a swathe through mainstream hollywood , while retaining an integrity and refusing to compromise his vision .",positive
task888_reviews_classification,Sentiment Analysis,task888-74ce96052ac54e1b87adc9623720db28,"Classify given movie review into two categories: positive, or negative based on its content.","the film's lack of personality permeates all its aspects � from the tv movie-esque , affected child acting to the dullest irish pub scenes ever filmed .",negative
task888_reviews_classification,Sentiment Analysis,task888-8b69e852273e47a79c0d150c93baa29a,"Classify given movie review into two categories: positive, or negative based on its content.","fincher takes no apparent joy in making movies , and he gives none to the audience .",negative
task888_reviews_classification,Sentiment Analysis,task888-ea31da79da924afbb22a2c7dd9fc2976,"Classify given movie review into two categories: positive, or negative based on its content.",a well-intentioned effort that's still too burdened by the actor's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,negative
task888_reviews_classification,Sentiment Analysis,task888-9fdc1de2a5a346d98102a3ed300872b3,"Classify given movie review into two categories: positive, or negative based on its content.","a moving essay about the specter of death , especially suicide .",positive
task888_reviews_classification,Sentiment Analysis,task888-303d26c6ca23473dbfb7a7167721ab77,"Classify given movie review into two categories: positive, or negative based on its content.",one of the best inside-show-biz yarns ever .,positive
task888_reviews_classification,Sentiment Analysis,task888-644194dd05b14f6f888fc53f725bd27a,"Classify given movie review into two categories: positive, or negative based on its content.",warmed-over hash .,negative
task888_reviews_classification,Sentiment Analysis,task888-4191f9dc963e4c139772f782bda6bcb7,"Classify given movie review into two categories: positive, or negative based on its content.",haneke challenges us to confront the reality of sexual aberration .,positive
task888_reviews_classification,Sentiment Analysis,task888-3de1fe7e23454bb29b9abce21f13156b,"Classify given movie review into two categories: positive, or negative based on its content.","it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .",positive
task888_reviews_classification,Sentiment Analysis,task888-8d385e2aeae34c3eb4ac5ede9ee33b1e,"Classify given movie review into two categories: positive, or negative based on its content.",the master of disguise is awful . it's pauly shore awful . don't say you weren't warned .,negative
task888_reviews_classification,Sentiment Analysis,task888-05c80cb5a7be466c963fc3a98d6b5a95,"Classify given movie review into two categories: positive, or negative based on its content.","if you want to see a train wreck that you can't look away from , then look no further , because here it is .",positive
task888_reviews_classification,Sentiment Analysis,task888-85c4361153b740c4b20c44389026c392,"Classify given movie review into two categories: positive, or negative based on its content.",the kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea .,negative
task888_reviews_classification,Sentiment Analysis,task888-27e4f0a222014330a63a3c99a8d9cc37,"Classify given movie review into two categories: positive, or negative based on its content.",here's a self-congratulatory 3d imax rah-rah .,negative
task888_reviews_classification,Sentiment Analysis,task888-87e44682915040be9219a091ad0f97ec,"Classify given movie review into two categories: positive, or negative based on its content.","given too much time to consider the looseness of the piece , the picture begins to resemble the shapeless , grasping actors' workshop that it is .",negative
task888_reviews_classification,Sentiment Analysis,task888-f1169820f30b4152b170e02ffc58f08a,"Classify given movie review into two categories: positive, or negative based on its content.","not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one .",positive
task888_reviews_classification,Sentiment Analysis,task888-f0a9cd932382469ba88be08e2b31eae8,"Classify given movie review into two categories: positive, or negative based on its content.","it is a likable story , told with competence .",positive
task888_reviews_classification,Sentiment Analysis,task888-e36821dccd964a2dbf189ce2608de251,"Classify given movie review into two categories: positive, or negative based on its content.","solondz may be convinced that he has something significant to say , but he isn't talking a talk that appeals to me .",negative
task888_reviews_classification,Sentiment Analysis,task888-09edb3129a424cdeb66f9c1e26e00b16,"Classify given movie review into two categories: positive, or negative based on its content.",the pitch must have read like a discarded house beautiful spread .,positive
task888_reviews_classification,Sentiment Analysis,task888-565a3a0b5ec1400b8a81981ee1766420,"Classify given movie review into two categories: positive, or negative based on its content.",walsh can't quite negotiate the many inconsistencies in janice's behavior or compensate for them by sheer force of charm .,negative
task888_reviews_classification,Sentiment Analysis,task888-cd68ba541b414279ab03b2bad4813e08,"Classify given movie review into two categories: positive, or negative based on its content.","though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and rhythmic ability want to get up and dance .",positive
task888_reviews_classification,Sentiment Analysis,task888-ebd8f2604dbc49f4a7520d2f1e8e39b9,"Classify given movie review into two categories: positive, or negative based on its content.","certain to be distasteful to children and adults alike , eight crazy nights is a total misfire .",negative
task888_reviews_classification,Sentiment Analysis,task888-54757dfb91c34327b224aabd59f9917d,"Classify given movie review into two categories: positive, or negative based on its content.",devoid of any of the qualities that made the first film so special .,negative
task888_reviews_classification,Sentiment Analysis,task888-8148defb8902462da33b499290f6197f,"Classify given movie review into two categories: positive, or negative based on its content.","a highly personal look at the effects of living a dysfunctionally privileged lifestyle , and by the end , we only wish we could have spent more time in its world .",positive
task888_reviews_classification,Sentiment Analysis,task888-db3e6eaba3194e839597f6c015bf28ff,"Classify given movie review into two categories: positive, or negative based on its content.","without [de niro] , city by the sea would slip under the waves . he drags it back , single-handed .",positive
task888_reviews_classification,Sentiment Analysis,task888-8912a6b50cf044a4bf527001340c98b0,"Classify given movie review into two categories: positive, or negative based on its content.",you're too conscious of the effort it takes to be this spontaneous .,negative
task888_reviews_classification,Sentiment Analysis,task888-6fddcec235ac44af9b9f4b45037d999c,"Classify given movie review into two categories: positive, or negative based on its content.","nohe has made a decent 'intro' documentary , but he feels like a spectator and not a participant .",negative
task888_reviews_classification,Sentiment Analysis,task888-89c9edcb4dec40bd8d590ed690e9a7ae,"Classify given movie review into two categories: positive, or negative based on its content.",burns never really harnesses to full effect the energetic cast .,negative
