task_name,task_family,id,definition,inputs,targets
task195_sentiment140_classification,Sentiment Analysis,task195-86b2dce08a534110b9fa677fc7953f5a,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",8.50 for kimchi soup set at taka is a bit pricey.. But it's delicious. ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-158013b252584fe29f76bd2ed0f8778c,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@mamapigeon sounds like it  I have a 12 year old with ADHD and Aspergers a 7 year old a 4 year old and 4 cats + hubby getting kinda full,positive
task195_sentiment140_classification,Sentiment Analysis,task195-0bea6fa495fa4670b8387a3511ba8d29,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.", Iï¿½m feeling greate ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-bbb110030a414e669e4fccbc107d3f62,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Last day of college wooo still exams tho ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-fca361af405b4a5f9c56e4ca6fefcc68,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@leekingx3  good luck!  ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-bcd5b968ff91463cbf9a163796240654,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@dannybelize oh  well maybe July 30th,who knows,random date that came to mind",negative
task195_sentiment140_classification,Sentiment Analysis,task195-8f3702978f4f4d14bbbca6eb0952dff3,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",here at g-mas again..text me ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-b3589e0e92444d35b4e4a2972b78cda4,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",All Mac notebooks with Multi-Touch trackpads now support three- and four-finger gestures in 10.6 yay! that includes me ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-7ea8fd6b94654bee8b33da025900954e,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@poppy_dog You know Ben too?!? ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-fe0bf0b71d09474baf24545c3cae24dd,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",goodnight to all. ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-02a424c4f58f45afa96f86504d631c52,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",[Link] - Backyard. Not even that much snow ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-e7e7bb744ff1446cbbe57a54e0d0568c,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",aww . my left arm hurts ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-e27c7574c2f04134a99d5855404d9cec,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","Packing my things for my trip up north, congrats to my baby sis who is graduating high school, ill be there with bells on  you did it!",positive
task195_sentiment140_classification,Sentiment Analysis,task195-2d8a399c4b0d4ad58c20a6a4398979a5,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","Must sleeppppp, but im still having dinner with my friends  sunday is THE day. huh",positive
task195_sentiment140_classification,Sentiment Analysis,task195-7cc55448d69f45c3a672b2196aea3fba,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@britl Thanks ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-164a56cd1a7747baa5a67488171d5bcb,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@nashvillest I think your early poll results tell no lies. ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-772710bee56642d9b55c24308febf1d1,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Doesn't have upper division standing ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-dc8e41d376134dba86649ab5b31785b0,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Late to dinner... And def could have stayed a couple more hours at work. Too much to do ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-ccfd88d904b14c4283a7dfe1d18fba37,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","wants to be in Destin this evening, but will be in Rockledge. ",negative
task195_sentiment140_classification,Sentiment Analysis,task195-3811f829af9f4fb1a2ddb9317a592e2c,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@seg_fault LILY, ARE YOU AROUND? You should come on aim. ",positive
task195_sentiment140_classification,Sentiment Analysis,task195-576c35b87a9d4fe6bf5ca7933ca91896,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@Spinlj  MOOSE ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-bd02f90904944cc2b4b093b41adf0991,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",oh how i will miss having the option to go the beach whenever i so please.... ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-47e1d9f8fe1e413e849927edf9a21cde,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@JBFutureboy lucky kid...i so wanna see loserville  pity im in oz....,negative
task195_sentiment140_classification,Sentiment Analysis,task195-e5cbd23430fc4733adcb059912065cea,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",[Link] - thanks ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-0a3de97ae5c44f88809f3cbc4736fab5,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Running late I think ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-8f9e673576ad4159aa43b7d933acce19,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","Conan day 2 on right now, missed last night's ",negative
task195_sentiment140_classification,Sentiment Analysis,task195-923dadc3789e4d3cafb45fc6f28c7243,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","According to the crowd and all the cool peeps that thanked me, I totally rocked it  Thanks to everyone who came to party.",positive
task195_sentiment140_classification,Sentiment Analysis,task195-d65c4f912631468eab5ae7f176263027,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",good wee day today   me and ali bought a &quot;water balloon mortar&quot; and got soaked :| but good fun nonetheless ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-678efe295116475b903bde3d792b72d0,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","6 hrs work today ... glazed bckgrnd veil, skin toned faces, hands &amp; feet on front 2 ppl ... no pics glaze still wet. 113hrs on it so far ",positive
task195_sentiment140_classification,Sentiment Analysis,task195-0473ae4d17d44bdea572a7c4d5a316b6,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@mileycyrus never thought i would see someone that liked hello kitty more then me. im still refusing to let it be true. ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-047347c1d76b4100a7599447a6266caa,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",First day of a2 cannot be bothered ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-51e92477979b41349869e8df23c6bc9e,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",i dont know what i feel now ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-ee5053a2f66b4fdfb8a7266c7051b9c9,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@murz13 I am a pure Lakers fan. Hahahh. ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-c188ded8cd284fc58dc6aeab50aace9d,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@appelezmoiGaby I was able to save some of the doc...it was silly...made me grumpy ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-77296780639341b3bd115fc5be6f9f46,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Got a boo-boo at work. ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-ca726082b8bc484aa957a3ce958864b5,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",My laptop won't read my The OC dvds ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-772528fd7197468e8213a8cfbe8eba35,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",OH NO!  just realized i forgot to pay the credit card bills -- one's overdue   i HATE paying late fees -- what a waste!!,negative
task195_sentiment140_classification,Sentiment Analysis,task195-8de5d7e0790742239dbd16c5c8646e13,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",sitting in the band room... eatting lunch... bored.. ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-730e8de045bb4627bbceb880ce4ae3a6,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",there's a rumour that Sir Alex was on crack yesterday...that could explain a lot...what a laugh ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-8cbc1e745b9940e9905e1a86d180aa3f,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Getting ready to vidit my sister ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-d5d43cf41fcc4442b60ce6c8bbeeabf5,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@iamsmartalek Man, that is such a bummer to hear.  I never even did the last software upgrade in anticipation of this one.  ",negative
task195_sentiment140_classification,Sentiment Analysis,task195-1aa8b3b15e8d4681bc1f00bb3293784f,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@McFrezco  crazy. no. far from it. just silly. but ok minus the playful bite.,negative
task195_sentiment140_classification,Sentiment Analysis,task195-db59ff9b7dc04e27897ef13e3a83ed00,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","another wonderful day, hoping things will go well tonight! ",positive
task195_sentiment140_classification,Sentiment Analysis,task195-3dd3c1bb38c8481da2c7a69856453164,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@lewmoorman I almost always send them. I'm not sure if anyone at Apple looks at them, but it makes me feel better ",positive
task195_sentiment140_classification,Sentiment Analysis,task195-9d94df060a5740e7a25b42def6642971,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Well it appears that the pinkish hue of my forearms would indicate that the UV index was much higher than I anticipated today ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-6a5ff44327c34b6fa78726e72adeafea,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@RochesterREguy a little rainy but that's ok! Full bloom down this way, trees and most flowers, spring has arrived!  how's your weekend?",positive
task195_sentiment140_classification,Sentiment Analysis,task195-182c89e67d384cd4b0494560b911b82c,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Nothing but ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-343b64fa8d52412cbc4da570125eb0f6,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",no use... I tried. He just doesn't get it. ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-473952100a114169b992a3a35cb457ba,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@ruby_gem that sounds not good. ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-ab0166d61b6b44c7aa1a5adcd44451f8,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@davecoleDOTorg Yes - following that I think ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-dd8e0b9e7b834baf9b8cfdca5b9b9bc4,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@abuser thanks for the comment - glad you enjoyed it ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-0b3cb60045864368b4edc7f5aa636fb9,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",WAHEY finally have a watcher on my longboard. Need this monies for my ipod ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-949a54edfa9e41b2a9282ac4fd1af7b0,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",im guessing midnight was not the time of the release ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-6ee434000f494ea29d817305d05a1a2f,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@ohdonnajean i didn't get to go last night  but apparently girls were dancing topless on the bar with a topless @Schmurda,negative
task195_sentiment140_classification,Sentiment Analysis,task195-9b8c807f5a744e39a229124fc67c81e4,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",My new housemate @DGPerth is forcing us to watch Kylie doing Dancing Queen ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-6f481134312f4aab95b0ae9024fa4a9f,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.", And I have to get going #MCRchat,negative
task195_sentiment140_classification,Sentiment Analysis,task195-17eade0f39084cefbbf9916a253ca17b,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@TimmyGrunt We must and soon  I am need of tiimmy talk,positive
task195_sentiment140_classification,Sentiment Analysis,task195-ad2c3bf1746c44529bdf02ccb65dc1ea,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Watching The Iron Giant with my dad and my brother ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-9c13259cc22e4d078e899a628fc118f8,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@Gathatcher1 will do  take care of yourself x,positive
task195_sentiment140_classification,Sentiment Analysis,task195-7fed92679970492f97e1c3904ed51487,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","One more day left here  this place defiantly puts Florida to shame , Lmao . Tomorrow is the Jonas concert &lt;3",negative
task195_sentiment140_classification,Sentiment Analysis,task195-fda8967a00de4102990359192cf90d02,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Hi @twitters.. !Today my day is so exaiting. The list: Modeling school+ Again with the bests+ Study mathematics  + makeup test for parade.,negative
task195_sentiment140_classification,Sentiment Analysis,task195-b49afcd2bf6d4f0aa1572c394ed27c6e,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@flossa noooo bloody idea. upset about things i guess. ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-27b665b293d84436ac7539740825bae8,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@AneesYounis Not as traumatic as supporting Arsenal  haha ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-26373c6b4222496b8e19a722e32ef0e0,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",rainy kot-day!  who wants to cheer anna up?,negative
task195_sentiment140_classification,Sentiment Analysis,task195-661f69b24b32455cab1d54fd465db7e2,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",i think jls's song is catchy  and i bought beautiful shoes today ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-f5298503539a4fde88f917a942264019,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","For the next 6-months, I'm married to an &quot;older man.&quot;  Happy Birthday, Jeremy!  ",positive
task195_sentiment140_classification,Sentiment Analysis,task195-562da0a06ecf427389d19992c9679fe5,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@petesanderson A little of what you fancy does you good, I am told ",positive
task195_sentiment140_classification,Sentiment Analysis,task195-1550829d5fb643e0b90fff6eb7677baa,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@piggie684 but still tasty?? if so, then no fail ",positive
task195_sentiment140_classification,Sentiment Analysis,task195-f4be894618f34b78907ea7732b6f8900,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Today sucks ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-bbec32ad58024e749f0464033e1bb5c5,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","The moral of the story is: Never leave your condoms in your back pocket, leave them in your car ",positive
task195_sentiment140_classification,Sentiment Analysis,task195-bba57a5c7eff4ea4bf86f36a44aa2c6e,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",i want to changee my picturee..but it neever works!! ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-003292a94ede43f68f59cb7043cb4215,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Screw you greektown because you are not built on an indian reservation which means no gambling for me. ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-c3c9486bd155432ba069e3024d98f88a,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@marktkenny You wrote &quot;Everyone stereotypes...&quot; No, everyone doesn't. Sorry, former English teacher &amp; logical fallacies catch my eye. ",positive
task195_sentiment140_classification,Sentiment Analysis,task195-5b5c4a055ecc45d7b9cf8e0c62fb7652,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Tempeh has got to be one of the grossest things I've put in my mouth. ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-b06dbeb6457f4a10acb42d0820ab7ec3,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@MyNameIsLaurrra Morning! Here's another gloomy evening. Yesterday we had storm and lightning, and my friend's internet line was gone. ",positive
task195_sentiment140_classification,Sentiment Analysis,task195-9dcccda46eb7497697072ff9ee3e589b,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",I thought everyone was on twitter. Cannot find any of my friends on here!!!!  ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-aec3447f683e4693ac8ca20a2d115d77,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@iamnut ????? ArrayIndexOutOfBound ?????? ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-20ca06d8dbf74898b2dda4ac07c1f12f,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@etoilenoir Awww, thanks! It was great to see you too. Get back to the bay already! ",positive
task195_sentiment140_classification,Sentiment Analysis,task195-9200415523d64c90bd39454e7dcdec79,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Half way through breaking dawn  well atleast im almost back to bellas side of the story =/,negative
task195_sentiment140_classification,Sentiment Analysis,task195-f4b104a128624239af888478ddd3c940,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@BarelySeeAtAll Everyone on the Planet employs caution when Rufus ShinRa says &quot;hmmmmm....&quot;  ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-e84aa5e87fec4c2cbc9346fc74163827,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@zoelovesarchie @zoelovesarchie it was just true  and you do cause me to having dirty thoughts lol well also some other dude, huh? ;) xoxo",positive
task195_sentiment140_classification,Sentiment Analysis,task195-60bb76bb0cf1415aa7ceadfa9686c8a6,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",ok so now i am bout to enjoy me life... hopes that everyone has a good night  smile tweeples,positive
task195_sentiment140_classification,Sentiment Analysis,task195-9ca8d31a44c04610b9200d5c52ff668e,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",going to bed now! i havent read in a while. i better start again its a good time ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-26b8fdbb9a974fa89b1f9ccdcc23d644,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@jecegirl Hey Lisa! Yes, I've received it. Thank you so very much!! ",positive
task195_sentiment140_classification,Sentiment Analysis,task195-18435bf15bfe4bdca444636c1b6dedbc,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",its cold. ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-90a4a274eec8465bbbe3c6548b7007d0,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",PS. i wish i could go to the after party..but back to work tomorrow. gah ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-f39e529bad734223b1b77e6f6c271f30,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@iLoveNickJ4LIFE  ! whats the song? all i hear is the wii in the background cuz my bros friends :\ MarioKart  lol,positive
task195_sentiment140_classification,Sentiment Analysis,task195-ea9b5df592c34a81824b9af4a7ab4f5a,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",woke up to some texts. i'm going back to sleep. i hate morning headaches. ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-5bfd8d6637a842b4b870dee19809e1bf,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Home from Whitney's. No sleep. Church in a bit. Dangggg....I'm tired. But it was worth it ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-bfad76730ad0433082450eec5f11e692,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Ouch! I just poked myself in the eye wahhh! i'm in pain ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-9b71b49aa61a4a189e01828b447aadcf,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",ugh!... we only got 3 more days til school is out... ima miss my friends ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-39327de7f0b04d8996686ae4f8c6ac03,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",Environmental changes could wipe out some of the world's most well-known travel destinations.,negative
task195_sentiment140_classification,Sentiment Analysis,task195-b22ff07384634ae98b277e2eba61db7b,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",is super glad that Federer won. ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-b734a4ddac524f75b6d1c6c9a48582af,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","@BFTDAnnie guess what, i have enough money to but my ipod  and i no what i'm gonna get u as part of ur bday ) its really cool i wnt it",positive
task195_sentiment140_classification,Sentiment Analysis,task195-3dffaa0d245f44b28a8125dcd7d47be8,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@robbcox What can I say - I'm a people person.  Don't listen to anyone who says otherwise.  Haha.  Have a good day ,positive
task195_sentiment140_classification,Sentiment Analysis,task195-c4b34222701d4e9396dab5e1396721af,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.",@bree_bear D: thats not good  why did they do the surgery ,negative
task195_sentiment140_classification,Sentiment Analysis,task195-8905feb47d5446ce857b679d7eb2dba0,"In this task, you are given a text from tweets. Your task is to classify given tweet text into two categories: 1) positive, and 2) negative based on its content.","After reading the ghostbusters instruction manual cover to cover, I'm sooooooo psyched to play... one of these days ",negative
